t(s),Average T volume 1,Flux surface 1: solute,Flux surface 2: solute,Total solute volume 1,Total retention volume 1,Total 1 volume 1
283304.9806295656,295.0000000000002,-3371307946646.9995,-13035081651.462372,8.987556395031517e+16,1.889221396123149e+19,1.880233839728118e+19
283354.9806295656,295.0000000000002,-3358555258078.0225,-13035082822.32313,8.964687325323744e+16,1.889204538632034e+19,1.88023985130671e+19
283404.9806295656,295.0000000000002,-3345728985110.0996,-13035083993.476303,8.941909675797003e+16,1.8891877452719297e+19,1.8802458355961324e+19
283454.9806295656,295.0000000000002,-3332852000215.076,-13035085164.921556,8.919222101561475e+16,1.8891710162963956e+19,1.8802517941948355e+19
283504.9806295656,295.0000000000002,-3319944078507.2124,-13035086336.658556,8.896623364348595e+16,1.88915435186012e+19,1.8802577284957712e+19
283554.9806295656,295.0000000000002,-3307022225570.7046,-13035087508.686882,8.874112299099662e+16,1.8891377520327557e+19,1.8802636397336556e+19
283604.9806295656,295.0000000000002,-3294101048586.894,-13035088681.006115,8.851687798798866e+16,1.889121216810924e+19,1.8802695290121257e+19
283654.9806295656,295.0000000000002,-3281193097561.344,-13035089853.615738,8.829348806253923e+16,1.8891047461284962e+19,1.880275397322242e+19
283704.9806295656,295.0000000000002,-3268309160423.215,-13035091026.515215,8.807094308751789e+16,1.8890883398654046e+19,1.8802812455566516e+19
283754.9806295656,295.0000000000002,-3255458513323.7036,-13035092199.703894,8.784923334066462e+16,1.8890719978551968e+19,1.8802870745211306e+19
283804.9806295656,295.0000000000002,-3242649131985.4463,-13035093373.181087,8.762834947215456e+16,1.889055719891545e+19,1.8802928849443303e+19
283854.9806295656,295.0000000000002,-3229887870365.7188,-13035094546.946007,8.740828247701022e+16,1.889039505733853e+19,1.8802986774861513e+19
283904.9806295656,295.0000000000002,-3217180612163.186,-13035095720.997786,8.718902367105152e+16,1.8890233551121023e+19,1.8803044527449965e+19
283954.9806295656,295.0000000000002,-3204532399773.5186,-13035096895.335457,8.697056466961664e+16,1.8890072677310636e+19,1.8803102112641016e+19
284004.9806295656,295.0000000000002,-3191947544460.4194,-13035098069.957981,8.67528973685474e+16,1.8889912432739537e+19,1.8803159535370985e+19
284054.9806295656,295.0000000000002,-3179429720812.387,-13035099244.864193,8.65360139270688e+16,1.888975281405613e+19,1.8803216800129073e+19
284104.9806295656,295.0000000000002,-3166982047994.1807,-13035100420.05286,8.631990675227805e+16,1.8889593817752904e+19,1.8803273911000637e+19
284154.9806295656,295.0000000000002,-3154607159852.592,-13035101595.522627,8.610456848501146e+16,1.888943544019061e+19,1.8803330871705584e+19
284204.9806295656,295.0000000000002,-3142307265576.2607,-13035102771.272047,8.588999198690571e+16,1.888927767761954e+19,1.8803387685632643e+19
284254.9806295656,295.0000000000002,-3130084202319.2935,-13035103947.299566,8.567617032849997e+16,1.8889120526198206e+19,1.8803444355869696e+19
284304.9806295656,295.0000000000002,-3117939480963.671,-13035105123.603548,8.546309677825093e+16,1.8888963982009446e+19,1.8803500885231186e+19
284354.9806295656,295.0000000000002,-3105874326004.397,-13035106300.18224,8.52507647923549e+16,1.8888808041074983e+19,1.880355727628264e+19
284404.9806295656,295.0000000000002,-3093889710384.5635,-13035107477.033804,8.503916800528976e+16,1.8888652699367866e+19,1.8803613531362574e+19
284454.9806295656,295.0000000000002,-3081986385978.9775,-13035108654.156313,8.482830022100261e+16,1.8888497952823497e+19,1.8803669652602503e+19
284504.9806295656,295.0000000000002,-3070164910317.8223,-13035109831.547756,8.461815540467848e+16,1.8888343797349482e+19,1.880372564194481e+19
284554.9806295656,295.0000000000002,-3058425670053.672,-13035111009.206034,8.440872767504037e+16,1.8888190228834046e+19,1.8803781501159002e+19
284604.9806295656,295.0000000000002,-3046768901600.9116,-13035112187.128986,8.420001129713587e+16,1.8888037243153576e+19,1.8803837231856443e+19
284654.9806295656,295.0000000000002,-3035194709314.5425,-13035113365.314371,8.399200067557302e+16,1.88878848361793e+19,1.8803892835503727e+19
284704.9806295656,295.0000000000002,-3023703081523.4336,-13035114543.759893,8.37846903481725e+16,1.8887733003782984e+19,1.880394831343482e+19
284754.9806295656,295.0000000000002,-3012293904688.9077,-13035115722.463211,8.357807498001125e+16,1.8887581741842096e+19,1.880400366686207e+19
284804.9806295656,295.0000000000002,-3000966975922.1367,-13035116901.421944,8.33721493578331e+16,1.888743104624421e+19,1.880405889688638e+19
284854.9806295656,295.0000000000002,-2989722014062.459,-13035118080.633661,8.316690838480562e+16,1.8887280912891e+19,1.880411400450621e+19
284904.9806295656,295.0000000000002,-2978558669491.4927,-13035119260.095924,8.296234707560606e+16,1.8887131337701618e+19,1.8804168990626017e+19
284954.9806295656,295.0000000000002,-2967476532834.9062,-13035120439.806288,8.275846055182011e+16,1.888698231661565e+19,1.8804223856063836e+19
285004.9806295656,295.0000000000002,-2956475142684.093,-13035121619.762287,8.255524403763698e+16,1.888683384559579e+19,1.880427860155816e+19
285054.9806295656,295.0000000000002,-2945553992452.9116,-13035122799.961493,8.235269285582962e+16,1.8886685920630055e+19,1.8804333227774226e+19
285104.9806295656,295.0000000000002,-2934712536470.151,-13035123980.401487,8.215080242400304e+16,1.888653853773371e+19,1.88043877353097e+19
285154.9806295656,295.0000000000002,-2923950195395.7173,-13035125161.079884,8.194956825110155e+16,1.8886391692951024e+19,1.8804442124699922e+19
285204.9806295656,295.0000000000002,-2913266361037.7026,-13035126341.994358,8.17489859341576e+16,1.888624538235666e+19,1.880449639642251e+19
285254.9806295656,295.0000000000002,-2902660400638.097,-13035127523.142641,8.154905115527469e+16,1.8886099602056937e+19,1.8804550550901666e+19
285304.9806295656,295.0000000000002,-2892131660686.6846,-13035128704.522535,8.134975967882493e+16,1.8885954348190847e+19,1.880460458851202e+19
285354.9806295656,295.0000000000002,-2881679470315.5034,-13035129886.131939,8.115110734885373e+16,1.8885809616930877e+19,1.880465850958203e+19
285404.9806295656,295.0000000000002,-2871303144320.239,-13035131067.968857,8.095309008667429e+16,1.8885665404483842e+19,1.880471231439716e+19
285454.9806295656,295.0000000000002,-2861001985849.2344,-13035132250.031397,8.075570388864058e+16,1.888552170709136e+19,1.880476600320272e+19
285504.9806295656,295.0000000000002,-2850775288796.313,-13035133432.317808,8.055894482408317e+16,1.888537852103036e+19,1.8804819576206287e+19
285554.9806295656,295.0000000000002,-2840622339929.37,-13035134614.826488,8.036280903339763e+16,1.8885235842613457e+19,1.8804873033580057e+19
285604.9806295656,295.0000000000002,-2830542420783.0005,-13035135797.555977,8.016729272626522e+16,1.888509366818914e+19,1.8804926375462867e+19
285654.9806295656,295.0000000000002,-2820534809340.4004,-13035136980.504986,7.997239218000002e+16,1.8884951994142044e+19,1.880497960196205e+19
285704.9806295656,295.0000000000002,-2810598781526.787,-13035138163.672426,7.977810373800253e+16,1.8884810816892998e+19,1.8805032713154986e+19
285754.9806295656,295.0000000000002,-2800733612534.2954,-13035139347.057396,7.958442380831003e+16,1.8884670132899033e+19,1.8805085709090726e+19
285804.9806295656,295.0000000000002,-2790938577995.9604,-13035140530.659203,7.939134886222813e+16,1.8884529938653475e+19,1.8805138589791244e+19
285854.9806295656,295.0000000000002,-2781212955024.5776,-13035141714.477373,7.919887543303362e+16,1.888439023068573e+19,1.880519135525269e+19
